,episode no.,speaker,dialouge
3738,14,Rick,: hey
3739,14,Beth,: dad … [ clear throat ] … um … jerry look weed whacker found subterranean lair … alien prison … got away know sound like mom sacrific whole famili ’s safeti ’m afraid ’ll leav alien prison subterranean excav without consult us
3740,14,Rick,: okay
3741,14,Beth,: okay okay like go quietli teleport somewher never come back
3742,14,Rick,: hous
3743,14,Summer,: grandpa rick happen … unity
3744,14,Rick,: oh unity yeah well mean honestli talk entiti thrive enslav know cool fun ’s fun need ’ll garag
3745,14,Rick,: unity unity unity
3746,14,Beta-7,: assist
3747,14,Rick,: want talk [ belch ] unity beta-7 know
3748,14,Beta-7,: classifi hostil entiti unity want talk
3749,14,Rick,: know game beta-7 ’ve met billion littl deck wind shoulder cri
3750,14,Beta-7,: classifi hostil entiti
3751,14,Rick,: well love mother f- go shape like think pal unity ’s hivemind go suck use month ’m go make bunch red wig unity unity unity know hear get
3752,14,Beta-7,: weapon system engag
3753,14,Rick,: oh dream weapon system
3754,14,Morty,: ugh rick said go movi
3755,14,Rick,: morty alright beta shit-7 got save bell bitch
3756,15,Jerry,: steve got weird e mail buy us airlin ticket
3757,15,Uncle Steve,: aw shoot suppos surpris want thank let live time ’m treat famili vacat
3758,15,Beth,: steve sweet
3759,15,Morty,: thank uncle steve
3760,15,Summer,: best uncl ever
3761,15,Uncle Steve,: look world smith famili goin’ paris
3762,15,Summer,:( offscreen ) yeah awesom
3763,15,Jerry,: rick like glow rock kitchen trash
3764,15,Rick,: well like unemploy gene grandchildren jerry life made littl concess
3765,15,Jerry,: know i-
3766,15,Uncle Steve,: go land feet jer compani go think lucki star hire littl brother
3767,15,Rick,: fuck
3768,15,Jerry,: goofy brother steve live almost year lose mind
3769,15,Uncle Steve,: hey someon ’s spend much time around glow rock right ( everybodi except rick laughs rick shoot steve head )
3770,15,Morty,: hell rick hell
3771,15,Rick,": everybodi relax second thing "" uncl steve "" alien parasit"
3772,15,Jerry,: ’ve known whole life
3773,15,Rick,: jerry telepath littl bastard emb memori use multipli spread take planet disgust
3774,15,Morty,: steve real
3775,15,Rick,: real piec shit big one someon probabl track last week bottom shoe piec alien fruit
3776,15,Summer,: someon
3777,15,Rick,: get high road summer got pink eye stop text toilet
3778,15,Morty,: uncl steve taught ride bike
3779,15,Rick,": "" steve "" put memori brain could live hous eat food multiply could infest thing got keep eye zani wacki charact pop"
3780,15,Mr. Poopybutthole,: oh wee whatev want rick help
3781,15,Rick,: thank mr poopybutthole alway could count
3782,15,Rick,: alright six us morty jerry beth mr poopybutthole summer
3783,15,Mr. Poopybutthole,: mayb got first one time rick
3784,15,Rick,: afford chanc
3785,15,Beth,: dad hous blast shield
3786,15,Rick,: trust beth want know mani answer question
3787,15,Mr. Poopybutthole,": ooh gosh feel claustrophob remind time got stuck elev togeth y-- rememb "" hulk "" music ( flashback jerry grunt muzak play )"
3788,15,Beth,: jerry button work better hit harder foam fist make strong
3789,15,Jerry,: know friend make strong watch music
3790,15,Rick,: could bring portal gun ( morty winc )
3791,15,Morty,: drink extra larg oh hulk got
3792,15,Summer,: pee pant minut got stuck oh oh yeah yeah shame least ’m disgust purpos
3793,15,Mr. Poopybutthole,: oh go fine ’ve alway guy alway ( chuckl )
3794,15,Nicky,: somebodi call repair
3795,15,All,: yay cousin nicky
3796,15,Nicky,: cousin nicky ’m walkin ’ mean ’m ’m crouch elev shaft hey ’m walkin ’ ( laughter ) ( cut back present ) true realli get crazi situat famili mostli coop like hey mayb mr poopyp right l let us get fresh air
3797,15,Morty,: come cousin nicky heard rick stay quarantin know thing
3798,15,Nicky,": hear morty back brooklyn got sayin ’ -- "" walkin ’ "" ( laughter )"
3799,15,Jerry,: nicky ( rick shoot nicky shoulder revert back parasit )
3800,15,Nicky,: oh ( gasp ) ( groan )
3801,15,Morty,: cousin nicky parasit
3802,15,Rick,: six morty suppos six us seven mean somebodi ’s real
3803,15,Beth,: know nicki
3804,15,Rick,: guess aim shoulder
3805,15,Beth,: trust memori nicky reason found old nazi submarin even happen
3806,15,Jerry,: well cours happen
3807,15,Nazi,: possess mighti staff rah gubaba world trembl fourth reich
3808,15,Morty,: last time ask help histori final rick
3809,15,Nicky,: hey got word nazi back brooklyn pal
3810,15,Nazi,: ’m comfort call nazi think word hurt feel ( hit nicki head ) yeah think talk shit rah gubaba help kill america ( mr beauregard knock nazi )
3811,15,All,: mr beauregard
3812,15,Mr. Beauregard,: due consider elect retir
3813,15,All,: yeah oh thank god
3814,15,Mr. Beauregard,: believ someon final exam attend set cours morty ’s high school ( return present ) perhap ’m bias stori never happen would still famili butler ( chuckl ) dare dream
3815,15,Rick,: wait
3816,15,Summer,: mr beauregard butler safe say family’d hell lot troubl ( laughter )
3817,15,Rick,: flashback
3818,15,Summer,: go make swell
3819,15,Beth,: worri jerry relax call fire depart
3820,15,Jerry,: know come anymor ( grunt ) ( mr beauregard pour marmalad jerry gasp )
3821,15,Mr. Beauregard,: marmalad serv ( everybodi cheer )
3822,15,Frankenstein,: guess take back said british cuisin ( laughter )
3823,15,Rick,: take
3824,15,Sleepy Gary,: tri sleep
3825,15,Morty,: want go danc alon
3826,15,Mr. Beauregard,  ( screen ): perhap
3827,15,Beth,: aww mr beauregard
3828,15,Mr. Beauregard,: shall master morty
3829,15,Morty,: shall
3830,15,Beth,: oh wait leav without let photographi raptor take pictur ( raptor screech ) ( camera shutter click ) ( cut back present laughter )
3831,15,Rick,: everybodi stop rememb parasit like bed bug everi flashback anoth mattress look suppos six peopl hous
3832,15,????,alway 10
3833,15,Rick,: uh fact wrote number mean four parasit
3834,15,Frankenstein,: sure rick
3835,15,Mr. Beauregard,: beg pardon master rick seem recal great deal confus surround number
3836,15,Rick,: right six us ( belch ) morty jerry beth mr poopybutthole frankenstein sleepi gari photographi raptor mr beauregard summer
3837,15,Beth,: uh dad like 10 peopl
3838,15,Rick,: 6 10 differ love number 6 reason pencil
3839,15,Pencilvester,: right rick use
3840,15,Rick,: oh thank pencilvest ( write number 6 ) yeah g-- guess happen get would
3841,15,Pencilvester,: everybodi make mistak rick think one ( laughter camera shutter click )
3842,15,Beth,: photo hard evid ( beth scroll photo becom suspici ) photo mr poopybutthole
3843,15,Mr. Poopybutthole,: well know mine
3844,15,Summer,: pictur friend school ( everybodi els stare summer ) teenag girl pictur famili like mormon die
3845,15,Frankenstein,: admit suspici summer ’s friend magic ballerina lamb ’ve never seen
3846,15,Tinkles,( flashback )
3847,15,Summer,: summer
3848,15,Tinkles,: tinkl past bedtim
3849,15,Summer,": ( giggl ) never past bedtim land go ♪ summer tinkl ♪ ♪ friend ♪ ♪ live never past bedtim land ♪ ♪ kitchen sinkl ♪ ♪ littl brother ♪ ♪ go rave wave hand ♪ ( rapper rap ) ♪ summer tinkl friend end ♪ ♪ group text whole crew mother friend ♪ ♪ ketchup salt salt fri ♪ ♪ "" "" "" inkl "" capit "" "" ♪"
3850,15,Sleepy Gary,: ooh ooh ooh ooh ooh ooh ooh
3851,15,Summer,: summer tri sleep
3852,15,Rick,: tinkl tink
3853,15,Tinkles,: su-- [ belch ] -- suspici alway hear tinkl charact never get –
3854,15,Summer,: hi everybodi ’m tinkl friend ( sigh )
3855,15,Frankenstein,: see everyon tinkl real mean i.
3856,15,Jerry,: wrong side pitchfork one
3857,15,Sleepy Gary,: okay look need evid logic know famili know smith ’ve known beth sinc high school husband sleepi gari hand absolut best friend
3858,15,Rick,: thank jerry beyond offens bet
3859,15,Summer,: look ’m use unsur long ’m go aim shoulder start weird girl ( tri shoot summer )
3860,15,Rick,: aah grandpa rick
3861,15,Sleepy Gary,": hold still "" summer """
3862,15,Rick,: rick daughter
3863,15,Sleepy Gary,: oh yeah well think sleepi gari ’ve known 15 year make hurt
3864,15,Rick,: rick famili friend peopl barbecu forgotten barbecu
3865,15,Hamurai,: wait would want -- one
3866,15,Amish Cyborg,: rick love barbecu rick love hai
3867,15,Rick,: rememb rick
3868,15,All,: shut hamurai shut amish cyborg ’ 90 conan
3869,15,Rick,: rememb barbecu rememb barbecu rememb barbecu
3870,15,Pencilvester,: know pencilvest took whole life realiz love barbecu
3871,15,Rick,: good rick
3872,15,Pencilvester,": watch babi ’m like tom cruise um "" cuisin "" w whatev movi ’s call make drink yeah check ’m like tom cruis "" cuisin "" ( chuckl ) yeah call "" cuisin """
3873,15,Rick,": wow hey everybodi let us give grill master rick rick rick rick ( chant "" rick "" )"
3874,15,Sleepy Gary,": wait ( cut back present breath heavili ) noooooo shoot look like "" waldo "" page find check zani charact ’ll right back messag"
3875,15,All,: think put gun get doctor say take blast shield
3876,15,Rick,: yeah
3877,15,Pencilvester,: sleepi gari right everybodi listen know guy real hous infest fake love one spread fake memori planet destroy get ( grunt )
3878,15,Rick,: rick even admit tend overreact stuff
3879,15,Rick,": guy got hurri got back walmart sell nintendo 3d system $ 149.99 sale plu everi time buy one get $ 50 gift card bring total price $ 110 tax listen flip son bitch 230 buck apiec easi limit edit "" zelda "" one hurri hurri come rich also get keep one play nintendo game nintendo give free stuff"
3880,15,Pencilvester,: okay ye definit rememb also would never
3881,15,Jerry,: overreact rick
3882,15,Sleepy Gary,: sleepi gari word
3883,15,Jerry,: sure jerry rick keep level head okay ’caus ’ll tell secret frankenstein -- actual frankenstein ’s monster
3884,15,Sleepy Gary,: sleepi gary head fill memori friendship ’m convinc beth ’s husband ’m friend memori trust
3885,15,Jerry,: jerry say
3886,15,Sleepy Gary,: sleepi gari know ’m real
3887,15,Sleepy Gary,: jesus jerry real hey look know way know us real jerry rememb vacat
3888,15,Jerry,": film new "" star war "" movi coast check"
3889,15,Sleepy Gary,: sure ( gari drink jerry drop bottl gary reach )
3890,15,Jerry,: mayb ’ll see chewbacca
3891,15,Sleepy Gary,: ’d like ( kiss )
3892,15,Jerry,: give damn els happen go surviv
3893,15,Frankenstein,: okay hey agre never hous
3894,15,Rick,: cool watch rick check
3895,15,Frankenstein,: uh thank -- ( grunt ) okay tri figur lower blast shield huh anybodi think suspici lot peopl wait get
3896,15,Rick,: ah paranoid rick ’ve paranoid sinc ’ nam
3897,15,Frankenstein,: go rotat back world frankenstein
3898,15,Rick,: shi t. i’mma bust -- ( cut back present rick grunt )
3899,15,All,: get head parasit drop give gun frankenstein ( indistinct shout ) give back
3900,15,Rick,: yeah ( applaus ) frankenstein
3901,15,Reverse Giraffe,: ( breath heavili ) anyon even real real person earth
3902,15,Hamurai,: mayb mayb mayb real know ’m revers giraff short neck leg went colleg hamurai
3903,15,Reverse Giraffe,: hai
3904,15,Ghost in a Jar,: save ghost jar ’s life vietnam
3905,15,Reverse Giraffe,: boo rah
3906,15,Beth,: beth mani time shoulder cri
3907,15,Reverse Giraffe,: ( sigh ) mani
3908,15,Mrs. Refrigerator,: okay mayb fake
3909,15,Reverse Giraffe,: make sens
3910,15,Rick,: mayb one deceiv -- person keep tell us path salvat held prison mistrust
3911,15,Reverse Giraffe,: hey blame tri shoot summer 10 minut ago
3912,15,Morty,: know belov memori rick realli suppos believ mad scientist inventor fli car show doorstep gone year
3913,15,Rick,: yeah know lot realli weird made sound catchphras
3914,15,All,: wubba lubba dub dub ricky ticky tavi beyotch wa news goe hit sack jack uh oh somersault jump aid alway say shum shum shlippedy dop grassss tast bad ah jumpin ’ sewer burger time rubber babi babi bunker lick lick lick ball ( laugh ) yeah say time
3915,15,Beth,: ( mutter ) fake ass catchphras right
3916,15,Rick,: forget incred vagu back stori
3917,15,Beth,: beth ’m father
3918,15,Morty,: oh dad
3919,15,Rick,: rick want prove real rest us would -- -- open blast shield let us hell
3920,15,Mrs. Refrigerator,: make implaus naiv pubesc boy old jewish comedi writer ’s name
3921,15,Morty,: face
3922,15,Rick,: give gun ( look everyon els ) ’m front pencilvest bring garag ( cheer ) right listen son bitch parasit scum could either easi way hard way know y-- want live open blast shield door
3923,15,Morty,: shut morty brainwash littl turd might even real ’m brainwash
3924,15,Rick,: know rick easi us know w rememb friend
3925,15,Morty,: oh oh oh realli well rememb whini littl piec shit morty
3926,15,Rick,: oh -- oh yeah
3927,15,Duck with Muscles,: yeah ’ve got thousand memori dumb littl ass six pleasant rest annoy garbag us favor pull trigger mother[bleep ] pull [ bleep ] trigger
3928,15,Rick,: oh wow babi wizard parasit set wife
3929,15,Morty,: hell
3930,15,Rick,: figur rick parasit creat pleasant memori know real ton bad memori
3931,15,Morty,: holy crap morty right
3932,15,Rick,: -- -- tri make understand yell
3933,15,Rick,: well yeah duh doy took long enough ( rick turn dial wash machin wall draw back reveal set gun )
3934,15,Morty,: let us go morty got lot friend famili extermin ( grunt )
3935,15,Rick,: everybodi remain calm go take explain
3936,15,Mrs. Refrigerator,: need kill everyon rememb fondli got bad memori mrs refriger
3937,15,Beth,: -- everyon bad memori rememb one time ( flashback beth jerry mrs refrigerator lot peopl roller coaster scream cut back present ) ooh man could stop scream
3938,15,Mrs. Refrigerator,: uh roller coaster bad mrs refriger thrill ’ve perfect companion entir life
3939,15,Rick,: jig ( whimper ) get get aah ( screech ) ( gasp ) oh [ bleep ]
3940,15,Summer,: everybodi back parasit noth fear summer
3941,15,Summer,: alway go
3942,15,Morty,: never go room
3943,15,Summer,: ( cut back present ) real bitch sister
3944,15,Beth,: nice ( flashback ) mom drive --
3945,15,Summer,: hmm yeah yeah ye time
3946,15,Beth,: oh god drunk
3947,15,Summer,: ( belch ) * slur * ’re life coach
3948,15,Beth,: oh god oh oh gosh oh god mom
3949,15,Summer,: sweetheart okay mean --
3950,15,Beth,: ’m go bruis pictur day
3951,15,Summer,: overreact clean
3952,15,Summer,: ( sobs ) want polic take
3953,15,Beth,: morty give gun ladi got pregnant earli constantli make problem
3954,15,Cross Teddy Bear,: thank sweeti
3955,15,Beth,: beth beth pleas
3956,15,Rick,: thought good true would compat kidney ( shoot bear parasit screech ) ( gun cock ) ( scream ) ( blast ) ( screech )
3957,15,Pencilvester,: ( corner pencilvest ) come man ever uncomfort silenc awkward fart road trip come pencilvest give anyth
3958,15,Rick,: rick ’m pencilvest listen name kill
3959,15,Tinkles,: right ( morty ) kill pencilvest
3960,15,Summer,: summer ’ve alway love
3961,15,Summer,: yep ( shoot tinkl parasit screech ) ( gasp summer shoot ) ( screech ) ( morty shout )
3962,15,Morty,: oh god
3963,15,Summer,: thought went concert
3964,15,Morty,: forgot ticket kitchen
3965,15,Summer,: everywher stop shame
3966,15,Morty,: victim
3967,15,Summer,: hate think friend grace
3968,15,Mr. Beauregard,: aaaaaah ( cut back present shoot parasit screech )
3969,15,Rick,: ah master rick rememb go shoot ( rick shoots mr beauregard parasit screech )
3970,15,Ghost in a Jar,: guess butler ha ha -- scan
3971,15,Rick,": oh get play "" butler """
3972,15,Jerry,: thank ghost jar alway good point potenti obscur comedi ( shoot ghost jar parasit screech ) ( screech )
3973,15,Sleepy Gary,: got hide sleepi gari
3974,15,Jerry,: worri plan get boat -- ( beth shoot sleepi gary gary slowli turn back parasit screech )
3975,15,Beth,: send gary want gari ( flashback jerry run away hobo )
3976,15,Jerry,: whoa hell
3977,15,Beth,: look homeless guy
3978,15,Jerry,: open door open door open door
3979,15,Beth,: time run
3980,15,Jerry,: ( grunt ) get help
3981,15,Beth,: say run
3982,15,Jerry,: ugh sorri jerry real
3983,15,Beth,: ( cri ) ’m parasit
3984,15,Jerry,: yeah real
3985,15,Beth,: ( tri kiss beth )
3986,15,Jerry,: uh uh need time forget sleepi gari
3987,15,Rick,: ( rick open blast shield )
3988,15,Jerry,: let us care wash hand get back outer space goe everyon
3989,15,Rick,: depress kill everi good person hous left famili
3990,15,Mr. Poopybutthole,: least real jerry real ricky ticky tavi
3991,15,Mr. Poopybutthole,: ooh whee amen littl poopyp hungri somebodi pass pork chop ( chomp )
3992,15,Rick,: huh -- someth wrong beth ( beth shoot mr poopybutthole ) ow ( scream ) oh god
3993,15,Beth,: beth oh [ bleep ]
3994,15,Mr. Poopybutthole,: wait --
3995,15,Jerry,: oh beth
3996,15,Mr. Poopybutthole,: need ambul shoot wife shot uh -- wife shot long time famili friend
3997,15,Summer,:
3998,15,Beth,: oh god oh god oh god mr poopybutthole
3999,15,Morty,: thought --
4000,15,Mr. Poopybutthole,: keep breath
4001,15,Morty,: oh god happen
4002,15,Mr. Poopybutthole,: look look -- fall asleep
4003,15,Rick,: -- bleed death oh whee die
4004,15,Mr. Poopybutthole,: oh geez oh god
4005,15,Beth,: would beth suppos hurt thought ( siren wail ) ooh whee
4006,15,Rick,: oh -- look lot better
4007,15,Beth,: listen beth tortur made similar mistak year ago know planetari scale
4008,15,Rick,: um mad
4009,15,Beth,": press charg mean got "" shot "" equival mad"
4010,15,Doctor,: visitor
4011,15,Rick,: would like alon told tell sorri bad memori love leav ( door close )
4012,16,Man,: hey golf easi
4013,16,Man,: aahh golf hard golf hard agaaaaaaain
4014,16,Terry,: view jim giant head enter earth ’s graviti trigger climat chang natur disast thought imposs least anoth eight year
4015,16,Jim,: ( news studio ) let us make polit terry know giant head want
4016,16,Giant Head,: show got
4017,16,Terry,: jim heard * static * said “ show got ”
4018,16,Giant Head,: show got want see got ( lamp post fall terry run frame )
4019,16,Rick,: oh boy time go morty
4020,16,Morty,: uhh
4021,16,Rick,: pentagon mean pentagon * burp * lame one earth
4022,16,Summer,: god god get school
4023,16,Beth,: god summer
4024,16,Jerry,: allow think god want honey
4025,16,Beth,: shut jerry
4026,16,Jerry,: ok …
4027,16,Beth,: dad know
4028,16,Rick,: morty go look guy hold tight
4029,16,Mr. Goldenfold,: scari stuff huh pretty freaky hi ’m morty ’s math teacher ’m also part street team invit folk church downtown pray togeth
4030,16,Beth,: pray go help
4031,16,Mr. Goldenfold,: madam giant head sky control weather want play checker let us ration ’ll see god ’s house ( leav )
4032,16,President,: gentlemen gentlemen one time simon
4033,16,Simon,: seti norad everi broadcast planet attempt show human ’s got string theori world histori human genom
4034,16,Nathan,": tri send launch code mr president america ’s got 70,000 megaton kaboom boom say show right float head ’s ass"
4035,16,Guards,: hold move ( approach rick morty gun )
4036,16,Rick,: stay back watch turn peopl snake
4037,16,President,: stand everybodi stand ’m leader peopl ’m unarm need snake makery
4038,16,Rick,: name rick sanchez grandson morty ( drink flask )
4039,16,Everyone,: hi morty
4040,16,Morty,: hey
4041,16,Rick,: ’ve seen enough galaxi know ’ve got cromulon cygnus-5 expans forget nuke forget math ( point viewscreen show float head ) head go away * burp * earth show got hit song
4042,16,Everyone,: serious imposs etc …
4043,16,Simon,: mean like vivaldi
4044,16,Rick,: frasier live perform newli written catchi origin song cromulon feed talent showmanship less evolv lifeform
4045,16,President,: right right thank mr sanchez chang plan peopl get pharrell randy newman billi corgan dream ( one respond ) dream wrote “ umbrella ” “ singl ladi ” peopl heard dream
4046,16,Rick,: go want put giant speaker system sonic test facil area 51
4047,16,Nathan,: know
4048,16,President,: god ’s sake nathan man turn peopl snake use google map
4049,16,Aide,: sir pharrell newman corgan dream guy dead
4050,16,President,: possibl peopl die name
4051,16,Aide,: grammi sir earthquak musician ( sniff hold back tear ) famou one gone
4052,16,President,: dear god
4053,16,Aide,: hold sir minut ice surviv inbound f-15 eta two hour
4054,16,Rick,: good luck mr president
4055,16,Simon,: sir magnet pole revers two hour may earth save
4056,16,President,: sanchez musician
4057,16,Rick,: dabbl mr president
4058,16,President,: get man grandson blackhawk area 51
4059,16,Pastor Bob,: peopl everyon remain calm everi crisi faith opportun faith god deal 11 fold doubl alway hit soft 16 mean jews
4060,16,Jew,: beg pardon pastor last look outsid seem dealt weak hand jews rule ( one respond ) nobodi ok tough church
4061,16,Principal Vagina,  hi princip vagina name ’s real possibl scandinavian ’m go come make pitch old god dead f * * * previou exist religion hail one true god giant head sky
4062,16,Principal Vagina,  ah di di di di ( bob ) bob bob get unless ( hold necklac cross ) beat … done late ( toss necklace bob ) want excus ’m go sidewalk drop knee pledg etern soul thing liter control f***ing weather ( walk ) way
4063,16,Pastor Bob,: ok saniti ’s restor assembl ’d like talk cost repair new organ sally plate pleas
4064,16,Mr. Goldenfold,: ( hold dollar ) ohhhh favorit part
4065,16,Morty,: rick realli musician
4066,16,Rick,: musician morty
4067,16,Morty,:
4068,16,Rick,: yeah attitud
4069,16,Jump Master,  drop zone ’m jump master name ’s jamey e go go go ( rick slide rope )
4070,16,Morty,: b b song
4071,16,Principal Vagina,  giant head sky pleas forgiv ’ve done sorri increas level emiss racism cours amber alert keep ignor phone
4072,16,Rick,: whooooooooahhhh
4073,16,Morty,: whooooooooahhhh
4074,16,Rick,: ( pick microphon ) right morty let us get readi uh find button one keyboard lay kind beat
4075,16,Morty,: rick think need cut loss get famili portal
4076,16,Rick,: morty good music come peopl relax hit button morty give beat
4077,16,Morty,: oh man ok right um …
4078,16,Rick,: ahhhhh yeahhhhhya got get schwifty(morty start beat tambourin rhythm)ya got get schwifti hereit time get schwifti
4079,16,Nathan,: get … schwifti hell
4080,16,President,: world ’s best effort
4081,16,Rick,: take pant pantiesshit floortim get schwifti herei’m mr bulldop
4082,16,Nathan,: mr bulldop
4083,16,President,: analyz nathan work
4084,16,Rick,: take shit floortim get schwifti
4085,16,Pastor Bob,: third level donor get access famili pass
4086,16,Summer,: listen storm stop
4087,16,Rick,: hey take pant offit schwifti time today
4088,16,Giant Head,: hmmmm
4089,16,Principal Vagina,  pleas kind us tini thing entir bodi stuck ground
4090,16,Giant Head,: like got good job
4091,16,Beth,: hold second let us ration
4092,16,Beth,: ’m … ’m say know caus effect relationship --
4093,16,Beth,: oh god go
4094,16,President,: hell happen
4095,16,Aide,: mr president go want see
4096,16,Rick,: think planet earth transport
4097,16,Principal Vagina,  head left sent children
4098,16,Beth,: holi crap
4099,16,Summer,: oh dear giant head apolog discuss never happen
4100,16,Simon,: sir ’ve start pick garbl signal decrypt
4101,16,Cromulon,  ask show us got ’ll see got 24 hour five planet five song end one planet music particip involuntari disqualifi lose planet disintegr plasma ray
4102,16,Rick,: uhh probabl bad time mention astronaut guy orbit definit dead
4103,16,Cromulon,  welcom back planet music first let us hear latest song planet parblesnop greebybob show got
4104,16,Greebybobe,  hold hold stop music competit captiv love music love freedom let world free pleas
4105,16,Cromulon,  disqualifi
4106,16,Cromulon,  one everi season move planet arbolez meterosos arbolian meterososians show us got
4107,16,Arbolian Meterososian,  ah two three four …
4108,16,Aide,: rick morty ice t. timet ’s move earth ’s six hour
4109,16,Morty,: like alreadi enough pressur ( morty flip bowl peanut aid hit head aid leav )
4110,16,Rick,: whoa ho ho ho ho
4111,16,Ice-T,: whoa ho ho ho ho
4112,16,Rick,: geez morty guy ’s job take easi
4113,16,Morty,: rick ice could guy take less easi ’ve got six hour come song
4114,16,Rick,: geniu happen moment morty ( walk keyboard )
4115,16,Morty,: well least go get famili know take us lose
4116,16,Rick,: plan failur morty even dumber regular plan ( press button keyboard ) ball
4117,16,Rick,: morty morty stop listen much charg left thing portal home back go enough charg left get world get
4118,16,Morty,:
4119,16,Rick,: yeah * burp * see tri shelter certain realiti * burp * morty caus let make nervou get schwifti
4120,16,Morty,: stop say like thing made
4121,16,Rick,: hey morty could lick … ( rick press key keyboard sampl say “ ball ” )
4122,16,Morty,: rick cut funni rick
4123,16,Nathan,: ’ve seen enough guy one hit wonder
4124,16,President,: plan gener
4125,16,Nathan,: still nuclear option word launch nuclear missil everi one head sky
4126,16,President,: planet ’s held captiv live game show solut shoot audienc put faith nuke get gener ’ll put mine rick morty “ get schwifti ” jam
4127,16,Principal Vagina,  hello ye sir yeah thank sir thank say proud hope great ascens festiv happi ascens
4128,16,All,  happi ascens
4129,16,Beth,: pack leav town
4130,16,Jerry,: think inspir commun cope fear way involv festiv homemad ice cream would stop evangel atheist might start enjoy
4131,16,Jerry,: whoa look wear hat everyth
4132,16,Summer,: ( put hat jerry ) mom mind cook dinner tonight
4133,16,Beth,: yeah sure wait
4134,16,Summer,: love guy gave life mani head children honor parent
4135,16,Beth,: dinner sound nice
4136,16,Ethan,  pardon mr mrs smith summer come ascens
4137,16,Summer,: father pleas go ascens
4138,16,Jerry,: sure let us go ascens wh wh
4139,16,Principal Vagina,  herebi send un wantabl skyward might inhal mani head later sneez back us better babi ( cut first rope ) headward free rise ( cut second rope ) headward free rise ( cut third rope ) headward free rise
4140,16,Summer,: oh ye ye rise giant head free free
4141,16,Ice-T,  squeege come garag right got lobster one hand movi ticket like “ ’m readi ”
4142,16,Ice-T,  would take lobster see iron man 3
4143,16,Ice-T,  aw damn origin flavor fig newton get go anyway
4144,16,Rick,: wait wait wait come h hold second
4145,16,Morty,:
4146,16,Ice-T,  damn tell f * * * around portal shit
4147,16,Morty,:
4148,16,Rick,: whoa whoa morty give
4149,16,Morty,: lie lie charg lazi get back sit
4150,16,Rick,: morty put know
4151,16,Morty,: ’m go go find mom dad
4152,16,Rick,: nooooo
4153,16,Rick,: ahhhh sh * *
4154,16,President,: ah sh * *
4155,16,Morty,: ahhh sh * *
4156,16,Summer,: ethan play guitar learn seven contempl head sing realli fun prais head
4157,16,Jerry,: prais …
4158,16,Beth,: prais …
4159,16,Jerry,: yeah
4160,16,Principal Vagina,  hi folk head priest vagina thank farm potato 6 p.m. parent entitl ador children
4161,16,Summer,: ’m go start dinner ( walk hous )
4162,16,Beth,: know say summer realli well
4163,16,Jerry,: ace everi test potato class look import potato becom
4164,16,Beth,: get pregnant drug miss curfew …
4165,16,Balloon Man,: pleas help reach tri pleas help
4166,16,Beth,: busi long summer thrive
4167,16,Summer,: taco time ( summer pull lid reveal exactli 12 taco ) hope pleas head desir
4168,16,Beth,: wonder summer
4169,16,Jerry,: proud honestli make dinner everi night
4170,16,Summer,: cours silli ( gasp drop lid ) oh god daddy ’m sorri call silli ’m sorri ( turn around drop knee ) heavenli head cranial creator forgiv transgress famili commun may chore complet complet
4171,16,Birdperson,: morty
4172,16,Morty,: birdperson
4173,16,Birdperson,: appear die make effort prevent promis noth
4174,16,Rick,: wh think ice probabl littl develop
4175,16,Ice-T,  shit develop develop bad song bad song
4176,16,Rick,: well think mayb could give help …
4177,16,Ice-T,  ah hell man thing afford get pride wrap shame know ’m sayin ’
4178,16,Rick,: ice want neg nelli anyth * burp * morty come back portal gun eat uh kind problem
4179,16,Ice-T,  pfff worri earth blowin ’ man
4180,16,Rick,:
4181,16,Ice-T,  yo
4182,16,Rick,: f * * * turn ice
4183,16,Ice-T,  stori begin dawn time far away realm alphabetrium everi letter alphabet frozen exil cosmos elder punish care enough anyth earth one mani stop lifelong journey destin better believ care blow caus ’ll ice floatin ’ space like comet
4184,16,Rick,: take ice * burp * * burp * float around space care stuff forev
4185,16,Ice-T,  pshhhh man watch good luck rick
4186,16,President,: ok thing get hand better make sure rick everyth need “ get schwifti ”
4187,16,Nathan,: oh god ’s sake enough
4188,16,President,: hell nathan ’m goddamn president united f***in ’ state
4189,16,Nathan,: ’m set nuclear option launch one minut earth ’s perform mr president hope like hit face gun
4190,16,President,: wait wait wait --
4191,16,Birdperson,: believ access histori rick ’s gun help get back
4192,16,Morty,: help get famili know hous
4193,16,Birdperson,: intent abandon rick use portal gun bird cultur consid dick move
4194,16,Morty,: rick ’s move dick move wh eat bird seed
4195,16,Birdperson,: random debri found carpet know human eat
4196,16,Tammy,: know human eat
4197,16,Birdperson,: gross tammy
4198,16,Tammy,: ( lean morty whisper ) bird … * * *
4199,16,Morty,: tammy … gross birdperson alway stick rick care anyon think consequ anyth
4200,16,Birdperson,: result power save destroy entir world reason know reason ’m aliv
4201,16,Morty,: babi
4202,16,Birdperson,: morty suppos could retriev famili earth abandon rick could give love one shelter birdworld even job possibl worm rancher often think might look star wonder might put faith rick
4203,16,Cromulon,  chunki tunk “ full ming mong empty gorp dorp ” next planet earth
4204,16,Morty,: oh god
4205,16,Principal Vagina,  jerry beth famili golden exampl headism offer world
4206,16,Beth,: world
4207,16,Principal Vagina,  headism hit take worldwid would like jerry church ’s “ head ” advertis
