,episode no.,speaker,dialouge
4208,16,Jerry,: … would
4209,16,Principal Vagina,  beth would like promot hors surgeon straight past human surgeon “ head ” medicin
4210,16,Beth,: dream dream
4211,16,Jerry,: thank overwhelm uh …
4212,16,Beth,: absolut
4213,16,Principal Vagina,  ’m sorri
4214,16,Beth,: ’ve wait 16 year daughter respect us key “ ” daughter person becom
4215,16,Jerry,: ’ll take chanc rais without fanci new job outsid potato base religion ( turn put hand beth ’s shoulder ) know ’m sick pretend togeth kid first place marri love life
4216,16,Beth,: ( put hand jerry ’s side ) i‘m lucki never tell know come stronger famili
4217,16,Beth,: pleas pleas summer
4218,16,Jerry,: summer listen care stole paper clip cheek know hurt
4219,16,Summer,: go ok ( tie anoth balloon ) come back babi
4220,16,Jerry,: babi ’m babi
4221,16,Morty,: hello anybodi ( look studio window see president tie ) mr president
4222,16,President,: bluebird code tango niner alpha abort launch abort hello ( releas button ) block
4223,16,Morty,: sir need get stage help rick get schwifti
4224,16,President,: matter schwifti get morty gener ’s got nuke set launch halfway earth ’s song
4225,16,Morty,: oh god c c fli blackhawk
4226,16,President,: pope ’s * * * fit donut
4227,16,Morty,: uhhh ’m sure
4228,16,President,: exactli
4229,16,Cromulon,  show got
4230,16,Rick,: ahem ( start low key bounci song ) uhhh … lop oo lop oo lop oo dup nop oo nop oo nop oo nut
4231,16,Principal Vagina,  headward free rise
4232,16,Mr. Goldenfold,: hey look head look like head gettin ’ angri
4233,16,President,: ’m realli bad morty way mani button thing
4234,16,Morty,: mr president ’ve learn one thing today sometim give f * * *
4235,16,Rick,: nup oo nup oo nup oo nup … ooh tough crowd
4236,16,Principal Vagina,  ’m sure … noth
4237,16,Summer,: head displeas ( jump grab beth jerry ’s leg )
4238,16,Ethan,  summer ( jump grab )
4239,16,Rick,: morty
4240,16,Mr. Goldenfold,: head love love kill smith famili
4241,16,Principal Vagina,  stop allow interpret head
4242,16,President,: call nuclear strike president stop nuclear missil launch
4243,16,Nathan,: launch missil
4244,16,Cromulon,  boo cool
4245,16,Principal Vagina,  ’m one speak head
4246,16,Cromulon,  disqualifi
4247,16,Mr. Goldenfold,: head disqualifi vagina get
4248,16,Cromulon,  disqualifi disqualifi
4249,16,All,  ice
4250,16,Ice-T,  right ice care made care due respect ’d like hear rick morty play
4251,16,Morty,: say rick
4252,16,Rick,: say … ( grab mic ) let us
4253,16,Rick,: right
4254,16,Morty,: ohhhh yeahhhh
4255,16,Rick,: come go
4256,16,Morty,: ohhhh yeahhhh
4257,16,Rick,: say
4258,16,All,  head bent overrais posteriorhead bent ( ahh yeah)rais posterior
4259,16,Principal Vagina,  ohhh gooooodddd
4260,16,All,  head bent ( yeah)rais posterior ( oh yeah)head bent ( oh yeah)(rais posterior )
4261,16,Cromulon,  988 season planet music cromulons decid declar earth final winner bring music realiti show conclus goodby
4262,16,All,  yeah
4263,16,Mr. Goldenfold,: say “ music realiti show ”
4264,16,Jerry,: yeah possibl may correl thing actual relat
4265,16,Principal Vagina,  heeeeellllpppp
4266,16,Beth,: go get
4267,16,President,: hope call need morty
4268,16,Morty,: sure thing kind hope could get selfi
4269,16,President,: actual tri tell anyon happen ’ll deni probabl wors
4270,16,Morty,: understood
4271,16,Nathan,: diiiieeee
4272,16,President,: turn snake
4273,16,Rick,: trade secret mr president particle beam wristwatch … snake holster leg
4274,16,President,: love man
4275,16,Ice-T,  magnesium j hydrogen f. father
4276,16,Magnesium-J,: word selfless act earth planet travel across galaxi
4277,16,Ice-T,  chang readi rejoin brethren alphabetrium
4278,16,Magnesium-J,: well exil end today
4279,16,Magnesium-J,: welcom home water t.
4280,16,Purple-P,: numbericon attack
4281,16,Magnesium-J,: battl station
4282,16,Water-T,: father
4283,16,Magma-Q,: love son never turn ice ( die )
4284,16,Magnesium-J,: water go mani
4285,16,Water-T,: better crunch number
4286,17,Morty,  geez believ found version earth
4287,17,Summer,  believ thing realiti consid pg-13
4288,17,Morty:,  yeah ’m pretti jealou
4289,17,Rick,  morty pro con everi realiti fun fact one ; got giant telepath spider eleven 9/11 ’s aaaand
4290,17,Summer:,  shut
4291,17,Rick:,  go go get ice-
4292,17,Rick:,  oh great
4293,17,Morty:,  oh boy w wrong rick quantum carburettor someth
4294,17,Rick:,  quantum carburettor jesus morty ; add sci fi word car word hope mean someth huh look like someth ’s wrong microvers batteri go go insid
4295,17,Morty:,  uhm go insid
4296,17,Rick:, 
4297,17,Summer:,  wait leav
4298,17,Rick:,  ’ll fine ship keep summer safe
4299,17,Ship:,  keep summer safe
4300,17,Summer:,  egh wonder
4301,17,Man:,  hey excus hello
4302,17,Summer:,  uhmm
4303,17,Man:,  think better nobodi ’s better
4304,17,Summer:,  agh aghaaaa
4305,17,Ship:,  keep summer safe
4306,17,Thinner Man:,  hey man hell daughter ’s paediatrician!uagha
4307,17,Summer:,  stop kill
4308,17,Ship:,  confirm
4309,17,Thinner Man:,  uaghuu ugh uh oh god feel leg help
4310,17,Ship:,  summer safe
4311,17,Summer:,  feel safe
4312,17,Ship:,  confirm
4313,17,Thinner Man:,  oh god help help help pleas help
4314,17,Morty:,  oh man rick
4315,17,Rick:,  morty rememb eight second ago -burp- said ’ go insid ’ said ’ batteri ’ show
4316,17,Rick,": morty rememb eight second ago [ burp ] said "" go insid "" said "" batteri "" show like "" whoa unexpect expect morty perplex mysteri """
4317,17,Morty,: right right insid batteri get bust ball
4318,17,Rick,: huh right pipe ’s suppos send 20 terawatt juic engin morty
4319,17,Rick,: instead ’ve got zero peopl
4320,17,Morty,: w w w whoa peopl [ groan ]
4321,17,Rick,: time hand engin repair.al right morty hold someth
4322,17,Morty,: whoa
4323,17,Morty,: holi crap thought insid car batteri rick like whole p planet someth
4324,17,Rick,: thank morty ’m pretti proud bad boy check
4325,17,Rick,: put spatial tessel void insid modifi tempor field planet develop intellig life introduc life wonder electr gener global scale know goe power engin charg phone stuff  
4326,17,Morty,: whole planet sit around make power slaveri
4327,17,Rick,: societi work morty pay buy hous get marri make children replac get old make power  
4328,17,Morty,: sound like slaveri extra step
4329,17,Rick,: ooh la la someon ’s go get laid colleg
4330,17,Anchor,: appear revisit alien known rick gave world gift goobl box technolog stomp gener electr power home busi improv daili live safe remov danger wast power special dispos volcano rick return say hear big news let us find
4331,17,Morty,: need tell peopl batteri rick mess cater th th set chafe dish
4332,17,Rick,: would relax morty noth dishonest slap antenna peopl need think alien
4333,17,Morty,:
4334,17,Rick,: obvious [ burp ] realli [ burp ] know noth car repair
4335,17,Rick,: wait ramp morty love slow ramp realli get dick hard see ramp slowli extend
4336,17,Rick,: greet
4337,17,Rick,": morty got flip told mean "" peac among world "" hilari"
4338,17,Rick,: come two real alien walk
4339,17,Mr.President:,  rick alien friend
4340,17,Rick,: uh mr president um could help notic problem gener power
4341,17,Mr.President,: correct [ chuckl ] ’ve evolv brilliant scientist zeep xanflorp develop sourc energi make goobl box obsolet  
4342,17,Rick,: [ strain ] would love see
4343,17,Mr.President,: fuck
4344,17,Rick,: say
4345,17,Mr.President,": "" fuck "" told mean "" much oblig """
4346,17,Rick,: oh right uh b blow
4347,17,Mr.President,: blow
4348,17,Mr.President:,  zeep honor guest beyond star
4349,17,Zeep,: said 12 quantum stabil 11 fix ass chris ’m middl someth
4350,17,Mr.President:,  zeep rick-- alien rick alien rick alien
4351,17,Rick,: realli go pull move guid entir civil peopl holiday name ricksgiv teach kid school
4352,17,Zeep,: drop school place smart peopl
4353,17,Morty,: ohhhh snap
4354,17,Rick,: listen arrog little--
4355,17,Mr.President:,  [ chuckl ] r rick hope see new energi sourc think could learn lot zeep
4356,17,Zeep,: fine hard peopl grasp insid contain infinit univers planet capabl gener massiv amount power call minivers
4357,17,Rick,: [ cough ] dumb [ cough ] name
4358,17,Zeep,: excus
4359,17,Rick,: [ clear throat ] noth mean hard us comprehend would possibl us get kind tour minivers insid
4360,17,Zeep,: fuck chocol factori time
4361,17,Mr.President:,  say time goe slowli minivers rel real world
4362,17,Zeep,: ye chris thank remind great president right let us go
4363,17,Morty,: whoa oh
4364,17,Zeep,: hold someth put unbound vacuum insid tempor field world develop introduc peopl world wonder electr form devic call floobl crank 		
4365,17,Zeep,: know 80 % everi crank ’s energi output get channel minivers use us goobl box
4366,17,Rick,: got tell zeep disrespect realli think uneth cool 		
4367,17,Morty,:
4368,17,Rick,: got peopl world slave away [ burp ] make power mean call slaveri
4369,17,Zeep,: work exchang money then--
4370,17,Rick,:    well sound like slaveri extra step
4371,17,Zeep,: eek barba dirkl somebodi ’s go get laid colleg
4372,17,Morty,: rick word
4373,17,Morty,: hell 				
4374,17,Rick,": know "" eek barba dirkl "" pretti fuck "" ooh la la """
4375,17,Morty,: tell guy minivers uneth see hypocrisi
4376,17,Rick,: holi crap right morty hypocrisi somewher planet got arrog scientist prick verg microvers technolog would threaten make zeep ’s flooble crank obsolet forc zeep say microvers bad point ’ll realiz hypocrit peopl go back stomp goobl box ice cream street babi eat motherfuck ice cream slurp slurp slurp  
4377,17,Rick,: wh wh make face  
4378,17,Morty,: holi shit
4379,17,Zeep,: ’ve convinc peopl planet ’m travel anoth world  
4380,17,Rick,: think over[burps]do littl mean could achiev effect pair of-- never mind know critic ’m alien
4381,17,Zeep,: place pleas land 				
4382,17,Rick,: [ cough ] fast
4383,17,Summer,: [ whimper ]
4384,17,Ship,: law enforc converg locat keep summer safe
4385,17,Summer,: hurt anybodi
4386,17,Ship,: [ warbl ] confirm custom defens protocol-- keep summer safe-- physic forc  
4387,17,Summer,: ye
4388,17,Ship,: process
4389,17,Swat Officer 1,: come vehicl hand air
4390,17,Ship,: scan assail [ warbl beep ] psycholog option detect [ beep ] gestat
4391,17,Summer,": "" gestat """
4392,17,Swat Officer 1,: come hand forc open fire
4393,17,Swat Officer 1,: incom
4394,17,Swat Officer 2,: got devic
4395,17,Swat Officer 1,: bomb bomb
4396,17,Kid,: daddi
4397,17,Swat Officer 1,: oh god [ sigh ] hunter 			
4398,17,Kid,: daddi 		
4399,17,Summer,: hell 	
4400,17,Swat Officer 1,: [ gasp ] jesus christ ceas fire stay back h h hunter
4401,17,Kid,: daddi
4402,17,Swat Officer 1:,  hunter [ sob ] oh dear sweet god hunter oh boy boy ’m sorri ’m sorri fault ’m sorri
4403,17,Kid,: daddi leav car alon 	
4404,17,Swat Officer 1,: w w w
4405,17,Kid,: [ distort ] leav car alon 		
4406,17,Swat Officer 1:,  hunter 		
4407,17,Swat Officer 1,: not-- 				
4408,17,Summer,: oh god
4409,17,Swat Officer 1,: stay hunter [ sob ] god hunter 		
4410,17,Ship,: love one return taken away pleas step away vehicl keep summer safe
4411,17,Zeep,: continu turn floobl crank bring great alien advanc 				
4412,17,Teenyverse President,: ye 		
4413,17,Teenyverse President,: job 	
4414,17,Teenyverse President,: know top secret 			
4415,17,Zeep,": remember-- crank day nearli enough [ laugh ] crank told mean "" peac among world "" hilari 				"
4416,17,Morty,: realli funni zeep 					
4417,17,Rick,: hey zeep fake president fake world someth fake import show
4418,17,Kyle,: much learn acceler tempor field ’ll abl interact sentient life evolv introduc wonder electr via pulley base devic call bloobl yank know is--
4419,17,Zeep,: ’ll take energi yeah yeah yeah get
4420,17,Rick,: [ burp ] show [ burps]tim
4421,17,Zeep,: realiz make floobl crank obsolet wrong kyle wrong basically-- slaveri talk creat planet slave 				
4422,17,Rick,: [ burp ] told zeep 					
4423,17,Kyle,: oh slave ’ll work pay money 	
4424,17,Zeep,: sound like slaveri ex tra step 				
4425,17,Rick,:  
4426,17,Zeep,: wait minut creat univers univers minivers 					
4427,17,Rick,: microvers 		
4428,17,Kyle,: uh teenyvers 					
4429,17,Rick,: ugh bastard 			
4430,17,Zeep,: much oblig 					
4431,17,Kyle,: hell happen 		
4432,17,Morty,: healthi trust
4433,17,Rick,: batteri motherfuck [ groan ] made microvers suck minivers size fuck lobster tank whack 				
4434,17,Kyle,: realli alien 					
4435,17,Morty,: nah coupl crazi wacki scientist know 		
4436,17,Kyle,: made univers guy univers guy made univers univers born father die could make time funer work univers 					
4437,17,Rick,: made
4438,17,Morty,: [ laugh ] yeah scienc huh thing 				
4439,17,Morty,: know one time rick sh-- accident shot laser pistol right hand know mean like old ladi scienc know real-- got hang tight know she-- she’ll-- buck pretti hard ooh boy what-- oh god
4440,17,Rick,zeep : teenyvers 		
4441,17,Rick,: come come come 					
4442,17,Rick,: pterodactyl
4443,17,Zeep,: [ laugh ] asshol get teenyvers ’m go smash piec
4444,17,Rick,: yeah well get teenyvers ’m go get surround minivers microvers around guess 	
4445,17,Morty,: make thing wors rick uh go destroy univers know we-- need start car  
4446,17,Zeep,: use univers run car
4447,17,Rick,: yeah flatter alway aaa fuck cocksuck
4448,17,Rick,: craft craft stuff pal like craft realiti
4449,17,Rick,: crafti son a--
4450,17,Zeep,: ow craft guy creat planet stand
4451,17,Rick,: yeah made star becam carbon mother ’s ovari
4452,17,Zeep,: ask born
4453,17,Morty,: right ’m i’m go go wilder ’m go make new life among tree peopl wors
4454,17,Rick,: sure okay morty back sundown tree peopl eat
4455,17,Morty,: myth w w tri start myth
4456,17,Rick,: prehistor planet morty someon bring littl cultur certainli someon whose entir cultur power brake light
4457,17,Army General:,  go go go
4458,17,Summer,: oh god oh god go
4459,17,Ship,: unabl destroy armi clarifi quit abl destroy armi permit
4460,17,Summer,: correct
4461,17,Ship,: also refus author emot countermeasur
4462,17,Summer,: talk melt ghost babi ye pleas
4463,17,Ship,: [ warbl ] confirm current construct secur measur complianc paramet want say make easi
4464,17,Summer,: know kind dick right
4465,17,Ship,: function keep summer safe keep summer like total stoke like gener vibe stuff talk
4466,17,Rick,: hey deer
4467,17,Zeep,: aaaaaaah
4468,17,Rick,: raah
4469,17,Zeep,: hope god big dick 					
4470,17,Rick,: god ’s biggest dick never exist think ’m even
4471,17,Zeep,: creat someon smarter
4472,17,Rick,: oh thought creat univers idiot
4473,17,Morty,: kalo kada sha la
4474,17,Rick,: holi shit morty seen month lead tree peopl huh step
4475,17,Morty,: leader follow forest
4476,17,Rick,: ooh wow gaaaaay
4477,17,Zeep,: pretti gay
4478,17,Morty,: two call genius spent time learn noth come forest someth wish teach
